Entity ID,Entity,Risk Score at Detection,Current Risk Score,Source,Description,Detectors,Malware,Mitre Codes,Event Source,Event ID,Detection Time
OjnD89,CVE-2015-5097,91,91,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:56:05.000Z
LFQ-wf,CVE-2012-1527,92,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:55:07.000Z
jtQkak,CVE-2021-40444,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:55:07.000Z
NWlTaJ,CVE-1999-0353,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:54:05.000Z
jmwvsL,-,0,0,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:54:05.000Z
dgaQl5,CVE-2020-4762,0,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:53:05.000Z
LFRAjR,CVE-2004-1305,92,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:52:05.000Z
LEyKC2,CVE-2011-2371,97,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:52:05.000Z
LExkMo,CVE-2013-3354,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:50:06.000Z
c7zZsq,CVE-2020-6418,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:49:05.000Z
qYDilf,CVE-2023-23397,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:48:05.000Z
jtD0UP,CVE-2019-10095,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:48:05.000Z
XtBiDV,CVE-2018-8453,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:47:04.000Z
i1Jxgx,CVE-2021-34868,0,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:46:06.000Z
aaV2Ma,CVE-2019-6971,72,72,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:45:07.000Z
LExrcf,CVE-2012-3667,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:45:07.000Z
Y3BjAk,CVE-2019-6225,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:43:05.000Z
LFRAiJ,CVE-2006-0022,91,81,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:42:05.000Z
LE7NIF,CVE-2009-0075,97,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:41:05.000Z
1qiVyK,CVE-2024-56145,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:41:05.000Z
JsXhrD,CVE-2013-0634,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:40:06.000Z
oCl185,CVE-2022-40812,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:40:06.000Z
1Rx5kH,CVE-2024-48845,81,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:39:05.000Z
2dxiaL,CVE-2025-21333,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:38:05.000Z
eD55f6,CVE-2020-3221,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:38:05.000Z
LEyWce,CVE-2008-5499,94,88,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:37:04.000Z
k4-3eZ,CVE-2021-44703,71,71,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:37:04.000Z
OKrl5I,CVE-2014-8361,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:36:06.000Z
NXCvGS,CVE-2004-0246,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:35:06.000Z
tzJ8va,CVE-2023-6816,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:35:06.000Z
l3k2hQ,CVE-2022-0847,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:34:06.000Z
1x429G,CVE-2024-12856,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:32:04.000Z
NPRV7D,CVE-2015-0031,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:31:05.000Z
1qixFH,CVE-2024-12686,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:31:05.000Z
Vu668T,CVE-2017-18260,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:30:06.000Z
WDtTZH,CVE-2018-4993,0,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:29:05.000Z
LFQ-wz,CVE-2012-0182,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:28:05.000Z
rfXX_h,CVE-2023-34282,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:27:06.000Z
SoLUaY,CVE-2017-2990,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:27:06.000Z
LBHNmQ,CVE-2010-3081,94,84,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:26:05.000Z
ZeJI7X,CVE-2019-9796,69,69,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:24:05.000Z
JLK8-A,CVE-2012-1889,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:23:05.000Z
c7zZsq,CVE-2020-6418,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:22:04.000Z
c2ER3l,CVE-2020-8997,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:21:05.000Z
LEyWce,CVE-2008-5499,94,88,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:21:05.000Z
cfA3d5,CVE-2020-0623,82,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:20:07.000Z
KLa7rP,CVE-2008-2992,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:19:04.000Z
LEyPs5,CVE-2010-0842,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:18:05.000Z
lP8cKq,CVE-2022-22988,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:17:05.000Z
SoLUaY,CVE-2017-2990,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:17:05.000Z
UJBsgJ,CVE-2017-12617,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:16:05.000Z
167v1w,CVE-2024-12957,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:16:05.000Z
V8ZsgN,CVE-2018-9966,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:15:06.000Z
NXf_I6,CVE-2012-2792,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:15:06.000Z
K-0-q-,CVE-2013-0431,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:14:05.000Z
NXHGX3,CVE-2006-1866,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:14:05.000Z
LEyW0w,CVE-2009-0658,96,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:13:05.000Z
z67BDR,CVE-2024-50628,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:13:05.000Z
RDXLSq,CVE-2016-4206,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:12:06.000Z
UkVG9V,CVE-2017-11882,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:12:06.000Z
qLWRwZ,CVE-2023-26067,79,79,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:11:05.000Z
ZZVydS,CVE-2018-12178,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:11:05.000Z
tT9dK6,CVE-2023-5996,75,75,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:10:06.000Z
QIz4Be,CVE-2016-0111,93,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:09:05.000Z
K_20iA,CVE-2011-2462,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:09:05.000Z
MaDobT,CVE-2014-6356,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:07:05.000Z
JGYJue,CVE-2010-0840,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:06:05.000Z
OPbmRi,CVE-2015-1691,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:06:05.000Z
hdWSzq,CVE-2021-27065,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:05:07.000Z
QIz4Be,CVE-2016-0111,93,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:05:07.000Z
QIzNQn,CVE-2016-0099,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:04:04.000Z
jHPdqF,CVE-2021-24527,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:04:04.000Z
KD6i90,CVE-2013-2463,96,96,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:03:06.000Z
Uy6TCa,CVE-2017-16606,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:02:05.000Z
eNNrgg,CVE-2020-6507,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:01:04.000Z
ZiXfEO,CVE-2019-8565,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:00:07.000Z
PdASJ2,CVE-2015-6172,91,91,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:59:04.000Z
ncLesA,CVE-2022-36529,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:59:04.000Z
l6cffj,CVE-2022-26766,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:58:05.000Z
tfGeao,CVE-2023-49032,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:58:05.000Z
Ohodp6,CVE-2015-2387,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:57:05.000Z
OKrl5I,CVE-2014-8361,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:56:05.000Z
VNT5FN,CVE-2018-6328,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:55:07.000Z
uGOU94,CVE-2024-22435,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:55:07.000Z
K6_P9v,CVE-2010-0188,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:54:05.000Z
nWHXcY,CVE-2022-36270,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:53:05.000Z
j54YTS,CVE-2021-3864,92,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:53:05.000Z
po1UQi,CVE-2023-22809,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:52:05.000Z
nbWmBp,CVE-2022-36981,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:52:05.000Z
uV4LoI,CVE-2024-1086,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:51:05.000Z
hPlnku,CVE-2021-20403,0,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:50:06.000Z
U_3DFq,CVE-2018-0784,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:50:06.000Z
LE7NIF,CVE-2009-0075,97,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:49:05.000Z
LFRAjX,CVE-2005-0416,93,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:48:05.000Z
LFQ_go,CVE-2010-0811,71,71,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:48:05.000Z
ZFgZ5R,CVE-2019-7089,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:47:05.000Z
LEzDnu,CVE-2002-1360,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:47:05.000Z
lRyj-2,CVE-2022-22965,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:46:05.000Z
PkKOa1,CVE-2015-8660,94,84,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:46:05.000Z
Y7-frG,CVE-2019-6736,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:44:04.000Z
LEyOS4,CVE-2010-3552,95,95,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:44:04.000Z
LFQ_e4,CVE-2010-3951,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:43:06.000Z
RnvPWD,CVE-2016-1240,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:42:06.000Z
O4jwZJ,CVE-2015-2491,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:41:05.000Z
tNkt9n,CVE-2023-47142,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:41:05.000Z
hCIKvC,CVE-2020-5626,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:40:07.000Z
ShiarX,CVE-2017-5483,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:39:05.000Z
ezpIWN,CVE-2020-1472,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:39:05.000Z
ZjvXeS,CVE-2019-1747,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:38:06.000Z
wq9P0j,CVE-2024-39620,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:38:06.000Z
LFQ_sw,CVE-2011-1269,97,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:37:05.000Z
NXLT3Q,CVE-2009-1237,92,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:36:06.000Z
LExvC5,CVE-2011-3129,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:36:06.000Z
SX7Seo,CVE-2016-3953,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:35:06.000Z
LFRBtA,CVE-2007-0031,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:33:06.000Z
NXImI9,CVE-2008-3335,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:33:06.000Z
dQqA63,CVE-2020-4001,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:32:05.000Z
TvcpOE,CVE-2017-11645,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:32:05.000Z
XtBiDV,CVE-2018-8453,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:31:04.000Z
LE7RFn,CVE-2006-1016,92,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:31:04.000Z
j9r3F8,CVE-2021-41612,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:30:07.000Z
WATciF,CVE-2018-8897,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:29:04.000Z
eCXT0n,CVE-2020-13756,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:28:05.000Z
YcdOKG,CVE-2018-20015,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:27:05.000Z
NPRV7D,CVE-2015-0031,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:27:05.000Z
n4PRN6,CVE-2022-40117,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:26:05.000Z
LFQ_Fe,CVE-2011-0980,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:26:05.000Z
lRyiwx,CVE-2022-22972,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:25:06.000Z
WIS5L1,CVE-2018-9475,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:25:06.000Z
MDNZBZ,CVE-2014-0576,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:24:05.000Z
MaLS6g,CVE-2014-8449,86,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:23:04.000Z
OX3S9T,CVE-2015-3105,95,95,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:23:04.000Z
cMTK79,CVE-2019-15597,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:22:05.000Z
q3u_30,CVE-2023-30547,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:21:05.000Z
JDBaqL,CVE-2008-5353,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:21:05.000Z
UU7CRb,CVE-2017-5130,69,69,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:20:06.000Z
pmx9GO,CVE-2023-22615,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:19:05.000Z
njv91s,CVE-2022-2588,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:19:05.000Z
NoRiC6,CVE-2015-0005,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:18:05.000Z
2flAPU,CVE-2024-57795,65,26,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:17:04.000Z
SdgNcq,CVE-2017-3248,79,79,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:17:04.000Z
oev7V9,CVE-2022-42920,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:16:05.000Z
chbb-z,CVE-2020-0674,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:16:05.000Z
VUFRQ1,CVE-2018-6481,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:14:05.000Z
V1kgW7,CVE-2018-8858,67,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:13:05.000Z
de51mc,CVE-2020-1027,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:12:05.000Z
dL9qCc,CVE-2019-12112,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:12:05.000Z
LE7PWc,CVE-2010-0232,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:11:05.000Z
UkVG9V,CVE-2017-11882,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:10:07.000Z
K-1pGG,CVE-2013-1300,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:09:05.000Z
WDtTZH,CVE-2018-4993,0,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:08:05.000Z
QLuDpi,CVE-2016-1988,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:08:05.000Z
K-QygU,CVE-2013-1347,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:07:04.000Z
mBh2V-,CVE-2022-1043,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:07:04.000Z
KU4MsD,CVE-2013-3906,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:06:06.000Z
2PDeMk,CVE-2025-0282,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:06:06.000Z
z5ZwJZ,CVE-2024-50603,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:05:06.000Z
mgT7lJ,CVE-2022-30190,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:04:05.000Z
tT4yc5,CVE-2023-47211,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:04:05.000Z
NWlU61,CVE-1999-0896,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:02:04.000Z
vJFRZF,CVE-2024-28911,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:02:04.000Z
gor_aI,CVE-2020-35785,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T18:00:07.000Z
JGYJue,CVE-2010-0840,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T18:00:07.000Z
TGMzHC,CVE-2017-5047,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T17:59:04.000Z
bP-2Q2,CVE-2019-1253,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T17:58:05.000Z
LFRBtA,CVE-2007-0031,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T17:58:05.000Z
ceaoxo,CVE-2020-0601,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T17:57:05.000Z
m0XwFo,CVE-2018-25040,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T17:57:05.000Z
KEH7gh,CVE-2011-3415,70,70,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T17:56:05.000Z
KObejH,CVE-2010-0265,93,87,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T17:56:05.000Z
LE7RVl,CVE-2006-1359,95,94,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T17:55:06.000Z
QIzNQn,CVE-2016-0099,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T17:54:05.000Z
